"R0000100","R0214800","T8089600","T8089800","T8218700","T8219400"
3158,1,-5,-5,-5,-5
3159,1,190,10,88000,58
3160,1,170,10,70000,56
3161,1,202,0,25000,54
3162,2,135,2,-3,54
3163,2,165,4,50400,60
3164,2,120,4,40000,59
3165,2,122,2,100000,56
3166,1,218,1,80000,56
3167,2,160,7,222900,58
3168,1,185,11,198100,60
3169,1,-5,-5,-5,-5
3170,1,171,11,702057,58
3171,1,198,9,-3,56
3172,1,160,8,702057,59
3173,1,140,9,-3,58
3174,2,117,6,93003,55
3175,2,160,9,-3,57
3176,2,-5,-5,-5,-5
3177,1,-5,-5,-5,-5
3178,2,220,7,16800,57
3179,2,110,4,68000,61
3180,1,-5,-5,-5,-5
3181,1,220,2,-3,60
3182,2,140,8,-3,58
3183,2,-5,-5,-5,-5
3184,2,-5,-5,-5,-5
3185,2,-5,-5,-5,-5
3186,1,165,10,-3,58
3187,1,-5,-5,-5,-5
3188,2,160,8,2280,58
3189,1,245,9,25000,57
3190,2,176,6,87832,53
3191,2,-2,2,-3,55
3192,1,180,4,-3,60
3193,1,220,0,90000,57
3194,1,205,1,-3,57
3195,1,177,5,86000,58
3196,1,132,6,-3,59
3197,2,140,1,65000,57
3198,2,160,3,178800,61
3199,2,150,1,51800,57
3200,1,-5,-5,-5,-5
3201,2,154,3,54000,55
3202,1,-5,-5,-5,-5
3203,1,210,10,-3,56
3204,2,-5,-5,-5,-5
3205,2,219,10,235000,54
3206,2,150,7,245500,55
3207,1,150,9,155000,61
3208,1,270,10,-3,59
3209,2,-5,-5,-5,-5
3210,1,205,0,0,57
3211,1,-5,-5,-5,-5
3212,2,-5,-5,-5,-5
3213,1,-5,-5,-5,-5
3214,1,169,10,50000,54
3215,1,-5,-5,-5,-5
3216,1,180,11,113800,58
3217,2,-5,-5,-5,-5
3218,2,112,4,39445,59
3219,1,180,0,104600,57
3220,1,-5,-5,-5,-5
3221,2,121,5,125200,54
3222,2,-5,-5,-5,-5
3223,2,-5,-5,-5,-5
3224,1,180,0,210000,60
3225,2,170,6,-3,56
3226,1,195,10,175000,60
3227,2,165,5,134000,57
3228,1,210,7,180000,56
3229,1,192,8,179000,54
3230,1,174,9,40000,55
3231,2,-5,-5,-5,-5
3232,1,230,7,74000,61
3233,2,-5,-5,-5,-5
3234,2,130,3,92000,60
3235,1,165,6,42000,58
3236,2,162,2,8000,54
3237,2,115,0,41000,59
3238,2,232,6,23090,60
3239,1,250,2,40150,57
3240,1,160,10,702057,57
3241,1,-5,-5,-5,-5
3242,2,190,4,206300,57
3243,2,170,3,702057,60
3244,2,137,2,117000,55
3245,2,160,7,103924,55
3246,1,210,9,87000,58
3247,1,190,0,702057,55
3248,2,142,5,175000,55
3249,2,-5,-5,-5,-5
3250,2,195,2,170000,57
3251,1,200,8,62000,55
3252,2,350,7,18000,56
3253,2,260,3,11971,55
3254,2,160,6,78440,54
3255,1,-5,-5,-5,-5
3256,1,217,0,286000,58
3257,1,165,9,-3,56
3258,1,250,10,-3,60
3259,2,185,6,800,55
3260,2,-5,-5,-5,-5
3261,1,165,1,29000,57
3262,2,-5,-5,-5,-5
3263,1,260,9,116000,58
3264,1,189,10,66692,58
3265,1,186,10,43464,56
3266,2,150,3,-3,57
3267,1,330,7,-3,56
3268,2,221,3,3504,54
3269,2,200,3,48000,60
3270,1,-5,-5,-5,-5
3271,1,-5,-5,-5,-5
3272,1,-5,-5,-5,-5
3273,2,180,2,45000,58
3274,1,183,9,57000,55
3275,1,215,10,0,57
3276,2,240,5,25000,60
3277,1,-5,-5,-5,-5
3278,2,131,4,165400,60
3279,1,210,10,-3,58
3280,2,145,0,175000,55
3281,1,195,5,87000,57
3282,1,155,10,102000,57
3283,1,-5,-5,-5,-5
3284,1,-5,-5,-5,-5
3285,2,145,0,53010,56
3286,2,-5,-5,-5,-5
3287,2,220,11,111000,55
3288,2,-5,-5,-5,-5
3289,1,185,1,68500,60
3290,1,205,0,275000,58
3291,2,145,7,241000,54
3292,2,-5,-5,-5,-5
3293,2,-5,-5,-5,-5
3294,2,153,5,123302,58
3295,2,-5,-5,-5,-5
3296,1,-5,-5,-5,-5
3297,1,230,7,0,59
3298,2,-5,-5,-5,-5
3299,2,-5,-5,-5,-5
3300,2,280,1,25000,60
3301,1,180,9,12000,58
3302,1,-5,-5,-5,-5
3303,2,155,5,131000,60
3304,2,228,5,105020,57
3305,2,178,4,125000,54
3306,2,154,3,10800,55
3307,1,170,11,20000,61
3308,2,-5,-5,-5,-5
3309,2,200,6,-3,58
3310,1,265,1,75000,56
3311,1,166,8,-3,57
3312,2,220,5,-3,58
3313,1,210,9,-3,59
3314,1,-5,-5,-5,-5
3315,2,273,2,-3,60
3316,2,162,4,19600,58
3317,2,222,3,10079,57
3318,1,-5,-5,-5,-5
3319,1,-5,-5,-5,-5
3320,2,-5,-5,-5,-5
3321,2,196,5,41400,54
3322,2,115,4,-3,60
3323,1,-5,-5,-5,-5
3324,1,215,11,-3,58
3325,2,126,7,0,60
3326,1,-5,-5,-5,-5
3327,1,188,7,2300,60
3328,1,-5,-5,-5,-5
3329,1,-5,-5,-5,-5
3330,1,180,7,179000,54
3331,1,-5,-5,-5,-5
3332,2,162,2,-3,57
3333,1,197,1,68000,57
3334,1,350,1,19884,55
3335,1,-5,-5,-5,-5
3336,1,-5,-5,-5,-5
3337,2,-5,-5,-5,-5
3338,2,112,4,38437,58
3339,2,-5,-5,-5,-5
3340,1,-5,-5,-5,-5
3341,2,250,5,103000,57
3342,2,230,8,56000,59
3343,2,147,5,3586,54
3344,1,-5,-5,-5,-5
3345,2,-1,6,-3,58
3346,1,178,7,102000,55
3347,2,128,4,60000,61
3348,2,-5,-5,-5,-5
3349,2,-5,-5,-5,-5
3350,2,220,6,70357,55
3351,1,190,1,53000,59
3352,2,175,6,332000,56
3353,1,270,8,0,57
3354,1,252,8,11462,56
3355,2,-1,5,163000,59
3356,1,155,6,10152,57
3357,1,228,7,702057,54
3358,2,-5,-5,-5,-5
3359,1,370,1,108400,59
3360,2,135,4,60000,54
3361,1,185,9,702057,55
3362,2,320,8,11904,60
3363,2,166,5,-3,54
3364,2,-5,-5,-5,-5
3365,2,-5,-5,-5,-5
3366,1,-5,-5,-5,-5
3367,2,190,4,-3,57
3368,2,160,4,132536,54
3369,2,124,4,702057,59
3370,2,150,4,206000,54
3371,2,206,5,-3,54
3372,1,-5,-5,-5,-5
3373,2,-5,-5,-5,-5
3374,1,185,0,149500,56
3375,1,-5,-5,-5,-5
3376,1,-5,-5,-5,-5
3377,2,-5,-5,-5,-5
3378,2,136,3,107300,60
3379,1,165,4,140000,55
3380,1,180,10,103000,58
3381,1,250,0,200000,56
3382,1,-5,-5,-5,-5
3383,2,-5,-5,-5,-5
3384,2,-5,-5,-5,-5
3385,1,-1,3,-3,55
3386,2,-5,-5,-5,-5
3387,2,205,2,193000,59
3388,1,-5,-5,-5,-5
3389,1,208,11,165000,59
3390,1,203,10,96000,58
3391,1,285,3,85366,60
3392,1,247,8,-3,61
3393,2,195,1,45000,54
3394,1,-5,-5,-5,-5
3395,1,-5,-5,-5,-5
3396,1,-5,-5,-5,-5
3397,2,-5,-5,-5,-5
3398,1,-5,-5,-5,-5
3399,1,160,8,12540,61
3400,1,215,1,62990,58
3401,1,180,10,103000,57
3402,2,138,5,152500,56
3403,1,-5,-5,-5,-5
3404,1,-5,-5,-5,-5
3405,1,234,3,194000,53
3406,2,200,3,48000,55
3407,2,-5,-5,-5,-5
3408,2,-5,-5,-5,-5
3409,2,-5,-5,-5,-5
3410,1,195,8,140000,59
3411,2,-5,-5,-5,-5
3412,2,-5,-5,-5,-5
3413,2,-5,-5,-5,-5
3414,1,-5,-5,-5,-5
3415,1,-5,-5,-5,-5
3416,2,121,3,95000,57
3417,1,215,9,0,55
3418,2,135,7,75000,55
3419,2,135,5,56360,61
3420,1,260,2,120000,60
3421,2,120,5,64000,57
3422,2,120,4,95000,55
3423,2,137,4,42000,57
3424,2,-5,-5,-5,-5
3425,1,-5,-5,-5,-5
3426,2,145,5,702057,56
3427,2,-5,-5,-5,-5
3428,2,148,4,133800,61
3429,2,140,4,133500,61
3430,2,170,8,68200,58
3431,1,205,11,240020,55
3432,2,190,3,155000,58
3433,2,154,3,-3,60
3434,2,-5,-5,-5,-5
3435,2,240,6,19440,62
3436,2,164,0,24000,59
3437,1,-5,-5,-5,-5
3438,2,190,5,28000,54
3439,1,-5,-5,-5,-5
3440,1,242,3,113000,57
3441,1,450,1,15600,58
3442,2,-5,-5,-5,-5
3443,1,-5,-5,-5,-5
3444,2,300,6,70952,59
3445,2,196,5,-3,59
3446,2,-5,-5,-5,-5
3447,2,185,2,32000,59
3448,2,-5,-5,-5,-5
3449,1,190,0,106208,57
3450,1,200,0,245000,55
3451,2,170,8,220000,54
3452,2,145,6,78000,55
3453,1,182,0,95000,54
3454,2,120,2,77600,59
3455,1,-5,-5,-5,-5
3456,2,180,4,62455,57
3457,2,160,4,107400,56
3458,2,142,3,110488,56
3459,2,133,6,110000,55
3460,1,-5,-5,-5,-5
3461,1,200,10,65000,57
3462,1,-5,-5,-5,-5
3463,1,150,6,98000,55
3464,1,240,2,100000,57
3465,2,155,8,60000,55
3466,1,235,3,152500,54
3467,2,122,4,141940,61
3468,1,220,0,111500,59
3469,2,195,3,112060,54
3470,1,-5,-5,-5,-5
3471,1,-5,-5,-5,-5
3472,1,-5,-5,-5,-5
3473,1,175,9,208000,56
3474,1,200,9,140000,56
3475,2,180,4,22340,57
3476,2,219,5,120000,55
3477,2,218,6,2164,57
3478,1,-5,-5,-5,-5
3479,1,225,0,145000,55
3480,2,-5,-5,-5,-5
3481,2,200,8,100000,61
3482,1,130,5,97000,60
3483,1,140,4,120000,59
3484,1,-5,-5,-5,-5
3485,2,-5,-5,-5,-5
3486,2,170,4,-3,60
3487,2,135,6,125000,58
3488,2,-5,-5,-5,-5
3489,1,230,10,173928,57
3490,1,-5,-5,-5,-5
3491,2,134,5,162000,56
3492,1,245,4,176000,55
3493,1,280,11,-3,61
3494,1,-1,9,-3,61
3495,1,160,5,83000,61
3496,2,125,3,269484,58
3497,1,190,10,189000,54
3498,2,-5,-5,-5,-5
3499,1,-5,-5,-5,-5
3500,2,-5,-5,-5,-5
3501,2,-5,-5,-5,-5
3502,2,138,1,156881,61
3503,1,-5,-5,-5,-5
3504,2,-5,-5,-5,-5
3505,2,180,5,169544,59
3506,2,190,6,175900,57
3507,1,-5,-5,-5,-5
3508,2,140,1,-3,56
3509,1,180,6,80000,57
3510,1,-5,-5,-5,-5
3511,2,-5,-5,-5,-5
3512,2,114,4,-3,54
3513,1,200,4,48000,57
3514,2,90,4,32000,56
3515,1,182,8,61180,60
3516,1,220,5,66000,55
3517,1,-5,-5,-5,-5
3518,2,-5,-5,-5,-5
3519,2,-5,-5,-5,-5
3520,1,220,4,120000,57
3521,1,254,4,25000,55
3522,2,116,11,45000,54
3523,2,173,4,96579,55
3524,2,135,6,85400,57
3525,1,-5,-5,-5,-5
3526,1,-5,-5,-5,-5
3527,2,145,4,116000,58
3528,1,-5,-5,-5,-5
3529,1,-5,-5,-5,-5
3530,1,260,1,80000,57
3531,2,160,5,702057,61
3532,2,185,7,71891,58
3533,1,-5,-5,-5,-5
3534,1,170,9,-3,60
3535,2,-5,-5,-5,-5
3536,2,-5,-5,-5,-5
3537,2,136,8,111000,60
3538,1,248,4,42719,61
3539,1,240,1,13104,56
3540,1,180,9,24000,57
3541,1,195,7,26834,57
3542,2,185,2,32000,61
3543,2,-5,-5,-5,-5
3544,2,240,5,-3,55
3545,2,185,6,48000,55
3546,2,207,2,77000,54
3547,2,-5,-5,-5,-5
3548,2,212,5,-3,56
3549,2,211,0,-3,56
3550,1,289,10,97000,58
3551,2,210,3,160800,56
3552,2,-1,6,112200,54
3553,1,160,8,63560,56
3554,2,130,1,56479,54
3555,2,150,2,97600,60
3556,2,156,8,82400,58
3557,2,160,6,59500,58
3558,2,155,6,257550,55
3559,1,230,6,77608,58
3560,2,175,2,121000,55
3561,1,225,9,123000,54
3562,1,-5,-5,-5,-5
3563,1,218,8,70000,58
3564,2,265,5,85944,57
3565,2,-5,-5,-5,-5
3566,2,225,3,65000,60
3567,1,240,9,19223,58
3568,2,185,4,50000,56
3569,1,235,1,74096,55
3570,1,220,0,88000,57
3571,1,-5,-5,-5,-5
3572,2,-5,-5,-5,-5
3573,2,200,11,76810,56
3574,2,240,9,100700,54
3575,1,167,11,77000,60
3576,2,175,6,31344,59
3577,1,-5,-5,-5,-5
3578,1,215,8,81000,55
3579,1,219,8,60000,61
3580,1,250,10,87000,59
3581,1,205,3,236000,60
3582,1,195,10,256300,56
3583,1,145,7,280000,55
3584,2,131,11,10341,59
3585,1,-5,-5,-5,-5
3586,2,148,4,36160,55
3587,1,180,2,165000,61
3588,1,196,11,162000,57
3589,1,212,0,76644,59
3590,1,147,8,63000,59
3591,1,217,11,26402,58
3592,1,165,10,84912,56
3593,1,-5,-5,-5,-5
3594,2,230,7,10000,59
3595,1,260,3,230000,58
3596,1,-5,-5,-5,-5
3597,2,142,6,59500,60
3598,1,275,0,88200,59
3599,1,-5,-5,-5,-5
3600,1,-5,-5,-5,-5
3601,2,330,4,126000,54
3602,1,215,0,115750,61
3603,2,175,6,110025,58
3604,1,240,11,79000,56
3605,2,160,2,69600,60
3606,2,194,5,-3,58
3607,1,-5,-5,-5,-5
3608,1,135,9,24000,61
3609,2,104,1,-3,58
3610,2,117,6,8342,60
3611,2,140,6,130000,59
3612,1,210,11,1746,56
3613,2,247,3,102400,61
3614,2,245,6,75700,59
3615,1,-5,-5,-5,-5
3616,1,-5,-5,-5,-5
3617,1,220,10,183000,60
3618,2,105,1,95000,58
3619,1,285,11,87000,57
3620,1,325,2,158500,56
3621,1,-5,-5,-5,-5
3622,1,-5,-5,-5,-5
3623,1,250,2,-3,56
3624,2,180,5,96026,56
3625,2,138,2,63501,54
3626,2,220,4,57000,60
3627,1,235,11,154030,58
3628,1,210,2,141400,61
3629,2,130,4,27000,56
3630,2,-1,6,68127,54
3631,2,-5,-5,-5,-5
3632,1,216,6,-3,56
3633,2,126,3,8000,55
3634,1,165,9,27000,54
3635,2,129,4,101070,56
3636,2,-5,-5,-5,-5
3637,2,165,6,80250,60
3638,1,-5,-5,-5,-5
3639,1,210,9,47400,56
3640,1,180,11,14000,54
3641,2,-5,-5,-5,-5
3642,1,-5,-5,-5,-5
3643,2,200,7,82284,54
3644,1,-5,-5,-5,-5
3645,1,-5,-5,-5,-5
3646,1,-5,-5,-5,-5
3647,2,185,4,9240,55
3648,2,201,3,30000,57
3649,2,136,7,15355,55
3650,2,174,3,55844,56
3651,2,188,5,247000,58
3652,2,192,5,55160,56
3653,1,220,2,56800,58
3654,2,180,0,-3,54
3655,2,137,0,52000,57
3656,1,-5,-5,-5,-5
3657,1,270,10,26000,58
3658,1,210,6,10212,58
3659,2,148,11,-3,57
3660,1,230,8,35468,54
3661,2,160,6,73000,57
3662,2,159,3,25000,61
3663,2,-5,-5,-5,-5
3664,1,-5,-5,-5,-5
3665,1,-5,-5,-5,-5
3666,1,210,0,151040,57
3667,2,-5,-5,-5,-5
3668,1,190,10,295500,58
3669,2,-5,-5,-5,-5
3670,1,-5,-5,-5,-5
3671,2,-5,-5,-5,-5
3672,1,-5,-5,-5,-5
3673,1,-5,-5,-5,-5
3674,2,-5,-5,-5,-5
3675,1,185,10,351500,54
3676,1,180,11,110000,57
3677,2,128,5,118000,55
3678,2,-5,-5,-5,-5
3679,2,166,4,-3,56
3680,1,210,1,70000,55
3681,2,183,2,246500,57
3682,2,-5,-5,-5,-5
3683,2,-5,-5,-5,-5
3684,2,-5,-5,-5,-5
3685,1,192,11,702057,60
3686,1,214,0,303000,59
3687,2,142,5,192600,57
3688,2,-5,-5,-5,-5
3689,1,195,2,702057,59
3690,1,-5,-5,-5,-5
3691,2,-5,-5,-5,-5
3692,2,268,4,-3,58
3693,1,155,0,40000,56
3694,1,159,10,88250,60
3695,1,240,11,0,56
3696,2,-5,-5,-5,-5
3697,2,145,4,7601,55
3698,2,160,1,-3,59
3699,2,135,2,55000,56
3700,1,170,3,42000,61
3701,1,-5,-5,-5,-5
3702,1,170,1,-3,61
3703,2,142,6,12312,59
3704,2,154,2,10153,58
3705,2,140,1,193000,59
3706,1,240,0,67228,61
3707,1,210,11,245000,60
3708,1,200,9,160100,58
3709,2,156,3,60400,58
3710,1,270,11,160000,57
3711,2,190,2,36000,58
3712,1,182,9,101100,56
3713,1,280,6,98600,62
3714,2,270,1,63800,59
3715,2,-5,-5,-5,-5
3716,1,-5,-5,-5,-5
3717,2,185,9,74200,56
3718,2,200,9,-3,55
3719,2,110,8,50000,61
3720,2,-5,-5,-5,-5
3721,1,300,10,82672,58
3722,1,190,8,110000,58
3723,1,290,11,2160,57
3724,1,-5,-5,-5,-5
3725,2,210,7,32500,60
3726,2,145,5,156000,57
3727,2,-5,-5,-5,-5
3728,2,-5,-5,-5,-5
3729,2,270,5,-3,57
3730,2,230,7,26600,61
3731,1,-5,-5,-5,-5
3732,1,377,5,120000,55
3733,1,-5,-5,-5,-5
3734,2,180,3,215000,56
3735,2,125,7,334000,54
3736,2,110,1,61344,60
3737,2,180,3,152020,57
3738,2,165,3,99066,57
3739,2,135,5,182000,58
3740,2,115,3,20000,57
3741,2,162,2,93120,56
3742,1,178,11,702057,54
3743,1,-5,-5,-5,-5
3744,2,207,6,42000,58
3745,1,185,6,52800,58
3746,2,-5,-5,-5,-5
3747,1,-5,-5,-5,-5
3748,1,200,0,-3,60
3749,2,140,-2,-3,59
3750,1,-5,-5,-5,-5
3751,1,220,2,75000,54
3752,2,-5,-5,-5,-5
3753,2,160,6,99000,57
3754,2,160,0,49700,57
3755,2,240,7,169500,57
3756,2,-5,-5,-5,-5
3757,1,185,7,225000,56
3758,2,-5,-5,-5,-5
3759,2,140,6,185000,57
3760,1,-5,-5,-5,-5
3761,1,-5,-5,-5,-5
3762,1,270,11,107000,56
3763,1,160,1,-3,55
3764,2,180,8,57000,60
3765,1,210,0,120000,55
3766,1,218,7,370000,59
3767,2,230,2,-3,57
3768,2,208,2,17508,59
3769,2,200,5,13075,60
3770,2,165,6,95000,57
3771,2,211,6,51068,54
3772,2,-5,-5,-5,-5
3773,2,-5,-5,-5,-5
3774,2,180,2,9600,59
3775,2,184,3,89420,57
3776,1,190,9,26200,54
3777,1,200,9,46200,59
3778,1,-5,-5,-5,-5
3779,2,160,6,120240,61
3780,1,255,1,64300,54
3781,2,158,5,125000,59
3782,1,-5,-5,-5,-5
3783,2,150,6,298000,54
3784,2,165,4,50000,57
3785,2,-5,-5,-5,-5
3786,2,153,3,44200,60
3787,2,175,4,18000,61
3788,1,-5,-5,-5,-5
3789,1,-5,-5,-5,-5
3790,2,160,2,66000,58
3791,2,120,2,182200,61
3792,1,165,9,175000,60
3793,2,140,4,185400,60
3794,2,161,9,253000,54
3795,1,-5,-5,-5,-5
3796,2,270,7,76126,57
3797,2,340,3,53000,55
3798,2,170,5,702057,57
3799,2,145,4,300000,58
3800,2,180,0,210000,56
3801,1,265,0,130000,60
3802,2,-5,-5,-5,-5
3803,1,205,0,110200,58
3804,2,190,7,120200,57
3805,1,215,11,115000,55
3806,2,140,7,282700,60
3807,1,214,0,120750,58
3808,1,-5,-5,-5,-5
3809,2,140,8,290000,57
3810,1,-5,-5,-5,-5
3811,1,260,2,155000,57
3812,2,170,7,120000,58
3813,2,216,6,-3,55
3814,2,180,8,163000,58
3815,1,205,2,365000,55
3816,1,150,8,702057,54
3817,2,200,3,91684,61
3818,1,186,1,152000,59
3819,2,185,6,23724,56
3820,2,-5,-5,-5,-5
3821,2,186,1,-3,60
3822,1,228,10,300,59
3823,2,148,7,32000,60
3824,2,165,10,58800,58
3825,1,200,9,31000,57
3826,2,-5,-5,-5,-5
3827,1,165,7,86000,56
3828,2,142,11,-3,54
3829,1,270,9,316321,59
3830,1,252,0,67000,54
3831,1,-5,-5,-5,-5
3832,2,-5,-5,-5,-5
3833,1,210,0,702057,54
3834,2,-5,-5,-5,-5
3835,2,-5,-5,-5,-5
3836,2,225,10,113050,57
3837,2,158,1,88300,55
3838,1,210,0,185000,54
3839,2,-5,-5,-5,-5
3840,1,210,6,24000,60
3841,1,-5,-5,-5,-5
3842,2,147,3,20160,57
3843,2,-5,-5,-5,-5
3844,1,-5,-5,-5,-5
3845,1,-5,-5,-5,-5
3846,2,-5,-5,-5,-5
3847,1,203,1,108060,59
3848,1,216,0,17538,58
3849,2,145,9,-3,57
3850,2,225,4,78000,57
3851,2,184,4,2352,56
3852,1,180,1,17000,54
3853,2,120,0,23300,55
3854,1,230,2,365000,57
3855,2,128,4,702057,54
3856,1,-5,-5,-5,-5
3857,1,-5,-5,-5,-5
3858,2,-5,-5,-5,-5
3859,2,288,0,14380,59
3860,1,230,0,87000,57
3861,1,175,5,91800,55
3862,1,-5,-5,-5,-5
3863,1,230,0,702057,54
3864,2,-5,-5,-5,-5
3865,1,155,10,370000,55
3866,1,270,3,66500,59
3867,2,130,3,702057,58
3868,1,-5,-5,-5,-5
3869,1,-5,-5,-5,-5
3870,1,-5,-5,-5,-5
3871,1,250,4,702057,56
3872,2,183,0,87970,60
3873,1,290,3,111000,59
3874,1,-5,-5,-5,-5
3875,1,200,4,241000,55
3876,2,136,5,85000,57
3877,2,175,2,83000,58
3878,1,-5,-5,-5,-5
3879,2,-5,-5,-5,-5
3880,1,-5,-5,-5,-5
3881,1,250,11,-3,56
3882,1,-5,-5,-5,-5
3883,1,192,7,140000,59
3884,1,304,3,249000,55
3885,1,-5,-5,-5,-5
3886,1,200,1,146800,54
3887,1,-5,-5,-5,-5
3888,1,182,11,99500,55
3889,2,165,0,89000,58
3890,1,155,10,702057,55
3891,2,-5,-5,-5,-5
3892,1,225,11,167625,56
3893,2,-5,-5,-5,-5
3894,1,210,10,138000,57
3895,1,173,10,290000,61
3896,2,215,7,250000,59
3897,2,140,7,702057,57
3898,1,155,8,702057,55
3899,2,225,5,2145,56
3900,2,-5,-5,-5,-5
3901,1,215,1,80000,59
3902,1,210,5,290400,54
3903,2,250,8,50000,60
3904,1,150,9,108000,56
3905,1,230,9,9500,57
3906,2,150,1,-3,56
3907,1,300,0,97000,58
3908,2,220,10,62000,59
3909,1,-5,-5,-5,-5
3910,1,195,10,48000,54
3911,2,218,6,97500,57
3912,2,144,8,85600,60
3913,2,175,7,-3,57
3914,2,130,2,-3,57
3915,2,125,0,78500,54
3916,1,150,4,178000,60
3917,1,170,10,27000,58
3918,2,135,1,702057,55
3919,2,132,4,120000,55
3920,1,250,4,79000,56
3921,2,220,0,240129,55
3922,2,145,7,170000,58
3923,2,150,5,702057,56
3924,2,135,6,307000,54
3925,1,169,7,103020,56
3926,1,150,9,193000,54
3927,2,117,3,104326,59
3928,2,235,5,176143,58
3929,2,180,3,107000,60
3930,1,-5,-5,-5,-5
3931,2,162,6,5000,57
3932,1,200,5,-3,57
3933,1,280,10,168700,56
3934,2,170,2,72000,57
3935,2,-2,-2,-3,59
3936,2,-5,-5,-5,-5
3937,1,-5,-5,-5,-5
3938,2,-5,-5,-5,-5
3939,2,-5,-5,-5,-5
3940,2,-5,-5,-5,-5
3941,1,165,8,-3,56
3942,1,-5,-5,-5,-5
3943,1,-5,-5,-5,-5
3944,2,-5,-5,-5,-5
3945,2,-5,-5,-5,-5
3946,1,260,8,-3,55
3947,2,-5,-5,-5,-5
3948,2,185,11,61000,60
3949,1,300,5,144000,59
3950,1,-5,-5,-5,-5
3951,1,-5,-5,-5,-5
3952,2,-5,-5,-5,-5
3953,2,195,5,295000,58
3954,1,185,11,-3,59
3955,1,203,2,0,56
3956,1,-5,-5,-5,-5
3957,1,180,9,35000,58
3958,1,160,7,55000,57
3959,2,-5,-5,-5,-5
3960,2,138,3,-3,55
3961,1,250,2,53000,56
3962,2,190,6,130000,59
3963,1,210,1,105000,56
3964,2,150,3,263000,60
3965,1,168,9,318800,56
3966,1,230,7,702057,60
3967,1,220,0,320000,60
3968,1,159,9,26000,55
3969,2,145,4,68000,54
3970,2,166,2,-3,60
3971,1,-5,-5,-5,-5
3972,2,180,7,275000,58
3973,1,180,5,108000,58
3974,1,-5,-5,-5,-5
3975,2,-5,-5,-5,-5
3976,1,-5,-5,-5,-5
3977,2,-5,-5,-5,-5
3978,2,275,6,-3,54
3979,1,330,0,264643,60
3980,1,240,9,243000,60
3981,1,-5,-5,-5,-5
3982,2,135,3,249232,60
3983,2,-5,-5,-5,-5
3984,1,-5,-5,-5,-5
3985,1,227,0,46464,60
3986,2,211,8,42000,61
3987,1,169,9,45000,57
3988,2,160,8,-3,59
3989,1,198,11,-3,55
3990,1,-5,-5,-5,-5
3991,2,240,6,17972,57
3992,2,116,0,112000,61
3993,2,233,6,8300,60
3994,1,250,9,18000,54
3995,2,170,6,-3,56
3996,2,152,3,-3,55
3997,2,-5,-5,-5,-5
3998,2,140,2,-3,60
3999,1,-5,-5,-5,-5
4000,1,-5,-5,-5,-5
4001,2,207,2,35062,56
4002,2,-5,-5,-5,-5
4003,2,-5,-5,-5,-5
4004,1,205,9,109800,60
4005,2,-5,-5,-5,-5
4006,1,184,8,121000,55
4007,2,205,7,59400,59
4008,1,212,7,-3,60
4009,1,280,10,84000,53
4010,1,155,6,82000,54
4011,1,92,7,17520,58
4012,2,160,4,16006,55
4013,1,140,6,43000,56
4014,1,200,7,-3,54
4015,2,160,3,70000,56
4016,2,180,6,58500,61
4017,2,200,4,10304,59
4018,1,235,2,30000,58
4019,2,133,6,-3,57
4020,1,191,5,0,54
4021,2,202,3,52000,53
4022,1,210,11,70000,55
4023,2,200,1,128000,53
4024,2,164,11,-3,61
4025,1,-5,-5,-5,-5
4026,2,-5,-5,-5,-5
4027,2,157,4,21500,59
4028,2,-5,-5,-5,-5
4029,1,210,0,24000,55
4030,2,217,5,83000,59
4031,1,-5,-5,-5,-5
4032,1,205,0,64000,57
4033,2,120,6,-3,59
4034,2,-5,-5,-5,-5
4035,2,165,4,35000,57
4036,1,182,11,79900,54
4037,2,168,6,32328,54
4038,2,140,0,29000,54
4039,2,-1,4,16000,60
4040,2,-5,-5,-5,-5
4041,2,160,4,216400,61
4042,1,155,9,163000,58
4043,1,-5,-5,-5,-5
4044,1,-5,-5,-5,-5
4045,2,170,6,41000,56
4046,1,-5,-5,-5,-5
4047,1,142,9,-3,56
4048,1,180,8,41400,59
4049,2,125,2,-3,58
4050,2,143,3,-3,57
4051,2,165,2,28000,55
4052,1,300,0,-3,54
4053,2,166,4,270600,59
4054,2,142,5,66000,57
4055,1,170,4,702057,54
4056,1,200,8,120000,57
4057,2,-5,-5,-5,-5
4058,1,235,10,225000,55
4059,1,-5,-5,-5,-5
4060,2,140,5,85000,60
4061,1,148,9,76596,57
4062,1,140,11,20000,55
4063,1,-5,-5,-5,-5
4064,1,250,1,62000,54
4065,2,165,2,144500,55
4066,2,130,6,104000,61
4067,1,180,11,-3,56
4068,1,210,9,0,55
4069,1,-5,-5,-5,-5
4070,1,205,8,0,57
4071,2,240,9,75410,55
4072,1,189,2,31192,56
4073,1,-5,-5,-5,-5
4074,2,-5,-5,-5,-5
4075,2,-5,-5,-5,-5
4076,1,198,4,167874,58
4077,2,170,6,45000,56
4078,2,190,9,55000,54
4079,2,150,3,170000,57
4080,2,-5,-5,-5,-5
4081,1,190,8,117000,54
4082,1,-5,-5,-5,-5
4083,2,-5,-5,-5,-5
4084,2,195,7,-3,61
4085,2,-5,-5,-5,-5
4086,1,255,1,80000,61
4087,1,-5,-5,-5,-5
4088,1,195,10,350000,61
4089,2,119,9,100000,59
4090,1,170,8,65000,55
4091,1,220,2,55500,59
4092,2,158,7,96000,57
4093,2,72,1,39420,56
